SEEDGWAS2078id	general_identifier	number	name	bank_number	breeders_code	subtaxa_id...7	taxonomy_id	institution_id	breeder_id	plant_passport	donor_code	donor_number	acqdate	collnumb	colldate	collcode	duplsite	biologicalstatus_id	collsrc_id	location_id	created_on	updated_on	locations_id	locations_state	locations_region	locations_site_name	locations_elevation	locations_latitude	locations_longitude	countries_id	countries_country_code2	countries_country_code3	countries_country_name	subtaxa_id...35	subtaxa_subtaxa_author	subtaxa_taxonomic_identifier	taxonomies_id	taxonomies_genus	taxonomies_species	taxonomies_species_author	taxonomies_crop_name	taxonomies_ploidy	Sample ID of DNA from composite samples	Sample ID of DNA from original CMLs	Sample ID of DNA from most recent CML regenerations	Sample ID for DNA from intermediate CML regenerations	Sample ID of DNA from single plants used in GWAS	Tester GID	Tester pedigree	Testcross GID	PrimaryRace	PrimaryPurity	SecondaryRace	Pedigree	GrainType1	GrainType2	GrainType3	GrainColor1	GrainColor2	GrainColor3	PopulationType	flowering_season_start	growing_season_start	X.unlist.strsplit.pca_sample_names....n....
886	10270	NA	10270	CIMMYTMA-BANK-002728	NA	NA	2	NA	NA	NA	NA	NA	NA	BRAZ758	NA	NA	NA	NA	NA	NA	2014-11-24T15:11:36Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV2291	NA	NA	NA	SEEDGWAS1860	242916	CML451/CML486	238698	CAINGA	9	NA	NA	Dent	Floury	NA	White	Yellow	NA	Collection	NA	NA	SEEDGWAS1860
888	10282	NA	10282	CIMMYTMA-BANK-002735	NA	NA	2	NA	NA	NA	NA	NA	NA	BRAZ756	NA	NA	NA	NA	NA	NA	2014-11-24T15:11:37Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV1084	NA	NA	NA	SEEDGWAS1862	242913	CML269/CML264	238700	CAINGA	9	NA	NA	Floury	NA	NA	White	Blue	NA	Collection	NA	NA	SEEDGWAS1862
889	10299	NA	10299	CIMMYTMA-BANK-002738	NA	NA	2	NA	NA	NA	NA	NA	NA	BRAZ761	NA	NA	NA	NA	NA	NA	2014-11-24T15:11:37Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV2298	NA	NA	NA	SEEDGWAS1863	242914	CML373/CML311	238701	CAINGA	9	NA	NA	Dent	NA	NA	White	Yellow	NA	Collection	NA	NA	SEEDGWAS1863
891	10314	NA	10314	CIMMYTMA-BANK-002770	NA	NA	2	NA	NA	NA	NA	NA	NA	BRAZ2451	NA	NA	NA	NA	NA	NA	2014-11-24T15:11:37Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV2317	NA	NA	NA	SEEDGWAS3420	242913	CML269/CML264	240214	SPWHDT	NA	NA	NA	Dent	Flint	NA	White	NA	NA	Collection	NA	NA	SEEDGWAS3420
892	10321	NA	10321	CIMMYTMA-BANK-002773	NA	NA	2	NA	NA	NA	NA	NA	NA	BRAZ2460	1954-08-03	NA	NA	NA	NA	3251	2014-11-24T15:11:37Z	NA	3251	NA	SAO PAULO	FAZ. ISA ITARRARE	735	-24.11666667	-49.33333333	76	BR	BRA	BRAZIL	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV1139	NA	NA	NA	SEEDGWAS144	242913	CML269/CML264	241214	AVPICH	9	NA	NA	Flint	Popcorn	NA	White	Yellow	NA	Collection	NA	NA	SEEDGWAS144
893	10325	NA	10325	CIMMYTMA-BANK-002776	NA	NA	2	NA	NA	NA	NA	NA	NA	BRAZ24	1946-07-01	NA	NA	NA	NA	8392	2014-11-24T15:11:37Z	NA	8392	NA	PARANA	SAN PEDRO DO IVAI	337	-23.916667	-51.866667	76	BR	BRA	BRAZIL	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV2322	NA	NA	NA	SEEDGWAS1864	242919	CML495/CML494	238702	SYIVAM	NA	NA	NA	Flint	NA	NA	White	NA	NA	Collection	NA	NA	SEEDGWAS1864
894	10328	NA	10328	CIMMYTMA-BANK-002781	NA	NA	2	NA	NA	NA	NA	NA	NA	VENE441	1954-01-01	NA	NA	NA	NA	NA	2014-11-24T15:11:37Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV2325	NA	NA	NA	SEEDGWAS1296	242919	CML495/CML494	242367	TUXPEN	NA	NA	NA	Flint	Dent	NA	White	Sun red	NA	Collection	NA	NA	SEEDGWAS1296
895	10336	NA	10336	CIMMYTMA-BANK-002796	NA	NA	2	NA	NA	NA	NA	NA	NA	BRAZ2773	NA	NA	NA	NA	NA	NA	2014-11-24T15:11:37Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV2337	NA	NA	NA	SEEDGWAS774	242916	CML451/CML486	241845	AVPICH	9	NA	NA	Flint	NA	NA	Sun red	White	NA	Collection	NA	NA	SEEDGWAS774
897	10367	NA	10367	CIMMYTMA-BANK-002805	NA	NA	2	NA	NA	NA	NA	NA	NA	BRAZ2782	NA	NA	NA	NA	NA	NA	2014-11-24T15:11:37Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV2345	NA	NA	NA	SEEDGWAS1297	242919	CML495/CML494	242368	AVPICH	NA	NA	NA	Flint	NA	NA	White	Yellow	Blue	Collection	NA	NA	SEEDGWAS1297
898	10368	NA	10368	CIMMYTMA-BANK-002806	NA	NA	2	NA	NA	NA	NA	NA	NA	BRAZ2783	NA	NA	NA	NA	NA	NA	2014-11-24T15:11:37Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV2346	NA	NA	NA	SEEDGWAS1298	242919	CML495/CML494	242369	AVPICH	NA	NA	NA	Flint	NA	NA	Red	White	Yellow	Collection	NA	NA	SEEDGWAS1298
899	10373	NA	10373	CIMMYTMA-BANK-002811	NA	NA	2	NA	NA	NA	NA	NA	NA	BRAZ2788	NA	NA	NA	NA	NA	NA	2014-11-24T15:11:37Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV2351	NA	NA	NA	SEEDGWAS1299	242919	CML495/CML494	242370	BRACPP	NA	NA	NA	Flint	NA	NA	Yellow	White	Red	Collection	NA	NA	SEEDGWAS1299
900	10374	NA	10374	CIMMYTMA-BANK-002813	NA	NA	2	NA	NA	NA	NA	NA	NA	BRAZ2790	NA	NA	NA	NA	NA	NA	2014-11-24T15:11:37Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV2353	NA	NA	NA	SEEDGWAS145	242919	CML495/CML494	241215	AVPICH	NA	AVMORO	NA	Flint	Dent	NA	White	Yellow	NA	Collection	NA	NA	SEEDGWAS145
903	10378	NA	10378	CIMMYTMA-BANK-002830	NA	NA	2	NA	NA	NA	NA	NA	NA	BRAZ2807	NA	NA	NA	NA	NA	NA	2014-11-24T15:11:37Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV24756	NA	NA	NA	SEEDGWAS2397	242913	CML269/CML264	239191	AVPIHU	9	NA	NA	Flint	NA	NA	White	NA	NA	Collection	NA	NA	SEEDGWAS2397
908	10397	NA	10397	CIMMYTMA-BANK-002849	NA	NA	2	NA	NA	NA	NA	NA	NA	BRAZ2829	NA	NA	NA	NA	NA	NA	2014-11-24T15:11:37Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV2381	NA	NA	NA	SEEDGWAS147	242913	CML269/CML264	241217	AVPIHU	9	NA	NA	Flint	NA	NA	White	NA	NA	Collection	NA	NA	SEEDGWAS147
912	10602	NA	10602	CIMMYTMA-BANK-002863	NA	NA	2	NA	NA	NA	NA	NA	NA	BRAZ2904	1965-01-01	NA	NA	NA	NA	8748	2014-11-24T15:11:37Z	NA	8748	NA	BAHIA	SANTO ESTEVAM	208	-12.43333333	-39.21666667	76	BR	BRA	BRAZIL	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV2770	NA	NA	NA	SEEDGWAS148	242916	CML451/CML486	241218	CRIOLL	NA	NA	NA	Flint	NA	NA	Orange Yellow	Sun red	Variegated	Collection	NA	NA	SEEDGWAS148
917	10842	NA	10842	CIMMYTMA-BANK-002899	NA	NA	2	NA	NA	NA	NA	NA	NA	BRAZ2942	1965-01-01	NA	NA	NA	NA	5385	2014-11-24T15:11:37Z	NA	5385	NA	ALAGOAS	MATO BRAVO CA. PENEDO	9	-10.28333333	-36.6	76	BR	BRA	BRAZIL	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV2412	NA	NA	NA	SEEDGWAS149	242919	CML495/CML494	241219	TUXPEN	NA	NA	NA	Dent	Flint	NA	Yellow	NA	NA	Collection	NA	NA	SEEDGWAS149
919	10870	NA	10870	CIMMYTMA-BANK-002920	NA	NA	2	NA	NA	NA	NA	NA	NA	BRAZ2963	1965-01-01	NA	NA	NA	NA	3361	2014-11-24T15:11:37Z	NA	3361	NA	PERNAMBUCO	FORTALEZA CA. PARNAMIRIM	390	-8.107378	-39.57391	76	BR	BRA	BRAZIL	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV2776	NA	NA	NA	SEEDGWAS2401	242919	CML495/CML494	239195	PADENT	NA	NA	NA	Dent	NA	NA	White	Yellow	NA	Collection	NA	NA	SEEDGWAS2401
922	10878	NA	10878	CIMMYTMA-BANK-002952	NA	NA	2	NA	NA	NA	NA	NA	NA	BRAZ3000	1965-01-01	NA	NA	NA	NA	6554	2014-11-24T15:11:37Z	NA	6554	NA	PARAIBA	POEIRA VERMELHA CA. PATOS	257	-6.996793	-37.295403	76	BR	BRA	BRAZIL	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV4239	NA	NA	NA	SEEDGWAS150	242913	CML269/CML264	241220	TUXPEN	NA	NA	NA	Dent	NA	NA	Yellow	White	Sun red	Collection	NA	NA	SEEDGWAS150
925	10909	NA	10909	CIMMYTMA-BANK-002978	NA	NA	2	NA	NA	NA	NA	NA	NA	BRAZ3026	1965-01-01	NA	NA	NA	NA	2539	2014-11-24T15:11:37Z	NA	2539	NA	CEARA	E. AGRONOMIA CA. FORTALEZA	43	-3.81233	-38.693975	76	BR	BRA	BRAZIL	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV3607	NA	NA	NA	SEEDGWAS1866	242914	CML373/CML311	238704	CATETO	NA	NA	NA	Flint	Dent	NA	Yellow	Sun red	White	Collection	NA	NA	SEEDGWAS1866
926	10910	NA	10910	CIMMYTMA-BANK-002979	NA	NA	2	NA	NA	NA	NA	NA	NA	BRAZ3027	1965-01-01	NA	NA	NA	NA	2539	2014-11-24T15:11:37Z	NA	2539	NA	CEARA	E. AGRONOMIA CA. FORTALEZA	43	-3.81233	-38.693975	76	BR	BRA	BRAZIL	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV4238	NA	NA	NA	SEEDGWAS1867	242919	CML495/CML494	238705	CATETO	NA	NA	NA	Flint	Dent	NA	Yellow	White	NA	Collection	NA	NA	SEEDGWAS1867
927	10949	NA	10949	CIMMYTMA-BANK-002980	NA	NA	2	NA	NA	NA	NA	NA	NA	BRAZ3028	1965-01-01	NA	NA	NA	NA	2539	2014-11-24T15:11:37Z	NA	2539	NA	CEARA	E. AGRONOMIA CA. FORTALEZA	43	-3.81233	-38.693975	76	BR	BRA	BRAZIL	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV3608	NA	NA	NA	SEEDGWAS1868	242913	CML269/CML264	238706	PADENT	NA	NA	NA	Dent	NA	NA	Yellow	White	Sun red	Collection	NA	NA	SEEDGWAS1868
933	11030	NA	11030	CIMMYTMA-BANK-003015	NA	NA	2	NA	NA	NA	NA	NA	NA	BRAZ3067	1965-01-01	NA	NA	NA	NA	6610	2014-11-24T15:11:38Z	NA	6610	NA	GOIAS	POSTO INDIGENA CA. AREIOES	1050	-15	-49	76	BR	BRA	BRAZIL	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV4266	NA	NA	NA	SEEDGWAS1099	242916	CML451/CML486	242170	ENTREL	NA	NA	NA	Floury	Dent	NA	Yellow	Sun red	White	Collection	NA	NA	SEEDGWAS1099
934	11045	NA	11045	CIMMYTMA-BANK-003016	NA	NA	2	NA	NA	NA	NA	NA	NA	BRAZ3068	1965-01-01	NA	NA	NA	NA	9947	2014-11-24T15:11:38Z	NA	9947	NA	MATO GROSSO	XAVANTES CA. XAVANTINA	291	-14.63425	-52.31735	76	BR	BRA	BRAZIL	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV4060	NA	NA	NA	SEEDGWAS1870	242919	CML495/CML494	238708	CHAVAN	NA	AVPIHU	NA	Floury	NA	NA	Blue	White	Sun red	Collection	NA	NA	SEEDGWAS1870
935	11079	NA	11079	CIMMYTMA-BANK-003030	NA	NA	2	NA	NA	NA	NA	NA	NA	BOLIGP3	1960-01-01	NA	NA	NA	NA	NA	2014-11-24T15:11:38Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV3618	NA	NA	NA	SEEDGWAS1871	242916	CML451/CML486	238709	AVMORO	9	NA	BOL III-MOROTI	Floury	NA	NA	Yellow	White	NA	Group	NA	NA	SEEDGWAS1871
936	11080	NA	11080	CIMMYTMA-BANK-003033	NA	NA	2	NA	NA	NA	NA	NA	NA	PARAGP3	1963-01-01	NA	NA	NA	NA	NA	2014-11-24T15:11:38Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV3845	NA	NA	NA	SEEDGWAS1872	242919	CML495/CML494	238710	CAINGA	9	NA	NA	Floury	Dent	NA	White	Blue	Yellow	Group	NA	NA	SEEDGWAS1872
937	11081	NA	11081	CIMMYTMA-BANK-003037	NA	NA	2	NA	NA	NA	NA	NA	NA	MATGGP6	1965-01-01	NA	NA	NA	NA	NA	2014-11-24T15:11:38Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV20135	NA	NA	NA	SEEDGWAS1300	242919	CML495/CML494	242371	ENTREL	9	NA	MT VI-ENTRELACADO	Dent	Flint	NA	White	Red	Yellow	Group	NA	NA	SEEDGWAS1300
938	11086	NA	11086	CIMMYTMA-BANK-003043	NA	NA	2	NA	NA	NA	NA	NA	NA	URUG39	1978-03-08	NA	NA	NA	NA	6871	2014-11-24T15:11:38Z	NA	6871	NA	SAN JOSE	R. 1 KM. 45.5-MIGUEL PARODI	NA	NA	NA	858	UY	URY	URUGUAY	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV3621	NA	NA	NA	SEEDGWAS2402	242917	CML457/CML459	239196	DENBRA	NA	NA	NA	Dent	NA	NA	White	NA	NA	Collection	NA	NA	SEEDGWAS2402
939	11132	NA	11132	CIMMYTMA-BANK-003060	NA	NA	2	NA	NA	NA	NA	NA	NA	SAOPGP7	1960-01-01	NA	NA	NA	NA	NA	2014-11-24T15:11:38Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV3696	NA	NA	NA	SEEDGWAS1873	242919	CML495/CML494	238711	CATETO	9	NA	SP VII-CATETO	Flint	NA	NA	Orange Yellow	NA	NA	Group	NA	NA	SEEDGWAS1873
940	11133	NA	11133	CIMMYTMA-BANK-003061	NA	NA	2	NA	NA	NA	NA	NA	NA	SAOPGP8	1960-01-01	NA	NA	NA	NA	NA	2014-11-24T15:11:38Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV4069	NA	NA	NA	SEEDGWAS1874	242914	CML373/CML311	238712	CATETO	9	NA	SP VIII-CATETO	Flint	Dent	NA	Orange Yellow	Yellow	Sun red	Group	NA	NA	SEEDGWAS1874
941	11153	NA	11153	CIMMYTMA-BANK-003074	NA	NA	2	NA	NA	NA	NA	NA	NA	GUYAGP2	1960-01-01	NA	NA	NA	NA	NA	2014-11-24T15:11:38Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV4005	NA	NA	NA	SEEDGWAS775	242913	CML269/CML264	241846	NORCAT	NA	CUBAAM	NA	Dent	NA	NA	Yellow	Sun red	NA	Group	NA	NA	SEEDGWAS775
943	11172	NA	11172	CIMMYTMA-BANK-003081	NA	NA	2	NA	NA	NA	NA	NA	NA	RIGSGP6	1964-01-01	NA	NA	NA	NA	NA	2014-11-24T15:11:38Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV3991	NA	NA	NA	SEEDGWAS3188	242914	CML373/CML311	239982	DTRGLI	9	NA	NA	Dent	NA	NA	Yellow	Orange Yellow	NA	Group	NA	NA	SEEDGWAS3188
944	11182	NA	11182	CIMMYTMA-BANK-003082	NA	NA	2	NA	NA	NA	NA	NA	NA	STACGP1	1960-01-01	NA	NA	NA	NA	NA	2014-11-24T15:11:38Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV3849	NA	NA	NA	SEEDGWAS776	242913	CML269/CML264	241847	DTRGLI	9	NA	NA	Dent	NA	NA	Yellow	NA	NA	Group	NA	NA	SEEDGWAS776
945	11183	NA	11183	CIMMYTMA-BANK-003083	NA	NA	2	NA	NA	NA	NA	NA	NA	SAOPGP3	1964-01-01	NA	NA	NA	NA	NA	2014-11-24T15:11:38Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV3954	NA	NA	NA	SEEDGWAS1301	242919	CML495/CML494	242372	PADENT	9	NA	NA	Dent	NA	NA	Yellow	NA	NA	Group	NA	NA	SEEDGWAS1301
946	11184	NA	11184	CIMMYTMA-BANK-003085	NA	NA	2	NA	NA	NA	NA	NA	NA	MINGGP1	1960-01-01	NA	NA	NA	NA	NA	2014-11-24T15:11:38Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV3625	NA	NA	NA	SEEDGWAS151	242913	CML269/CML264	241221	PADENT	9	NA	MG 1-DENTE PAULISTA	Dent	NA	NA	Yellow	White	NA	Group	NA	NA	SEEDGWAS151
947	11189	NA	11189	CIMMYTMA-BANK-003088	NA	NA	2	NA	NA	NA	NA	NA	NA	RIGSGP12	1960-01-01	NA	NA	NA	NA	NA	2014-11-24T15:11:38Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV3627	NA	NA	NA	SEEDGWAS1877	242913	CML269/CML264	238715	RGWHDT	9	NA	RGS XII-DEN.BRAN. RIOGRANDENSE	Dent	NA	NA	Red	White	Variegated	Group	NA	NA	SEEDGWAS1877
948	11194	NA	11194	CIMMYTMA-BANK-003091	NA	NA	2	NA	NA	NA	NA	NA	NA	SAOPGP5	1960-01-01	NA	NA	NA	NA	NA	2014-11-24T15:11:38Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV3948	NA	NA	NA	SEEDGWAS1878	242913	CML269/CML264	238716	SPWHDT	9	NA	SP V-DENTE BRANCO PAULISTA	Dent	NA	NA	White	Yellow	NA	Group	NA	NA	SEEDGWAS1878
949	11215	NA	11215	CIMMYTMA-BANK-003092	NA	NA	2	NA	NA	NA	NA	NA	NA	RIGSGP16	1960-01-01	NA	NA	NA	NA	NA	2014-11-24T15:11:38Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV3906	NA	NA	NA	SEEDGWAS1879	242914	CML373/CML311	238717	SDENRG	9	NA	NA	Flint	NA	NA	Yellow	Orange Yellow	NA	Group	NA	NA	SEEDGWAS1879
950	11268	NA	11268	CIMMYTMA-BANK-003093	NA	NA	2	NA	NA	NA	NA	NA	NA	RIGSGP15	1960-01-01	NA	NA	NA	NA	NA	2014-11-24T15:11:38Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV3628	NA	NA	NA	SEEDGWAS1880	242914	CML373/CML311	238718	SDENRG	9	NA	NA	Dent	NA	NA	Yellow	Red	NA	Group	NA	NA	SEEDGWAS1880
951	11281	NA	11281	CIMMYTMA-BANK-003097	NA	NA	2	NA	NA	NA	NA	NA	NA	RIGSGP7	1962-01-01	NA	NA	NA	NA	NA	2014-11-24T15:11:38Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV3686	NA	NA	NA	SEEDGWAS1881	242919	CML495/CML494	238719	CRAVRG	9	NA	NA	Dent	NA	NA	Yellow	NA	NA	Group	NA	NA	SEEDGWAS1881
952	11298	NA	11298	CIMMYTMA-BANK-003098	NA	NA	2	NA	NA	NA	NA	NA	NA	RIGSGP8	1960-01-01	NA	NA	NA	NA	NA	2014-11-24T15:11:38Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV3632	NA	NA	NA	SEEDGWAS1882	242916	CML451/CML486	238720	CRAVRG	9	NA	NA	Dent	NA	NA	Yellow	NA	NA	Group	NA	NA	SEEDGWAS1882
953	11381	NA	11381	CIMMYTMA-BANK-003099	NA	NA	2	NA	NA	NA	NA	NA	NA	SAOPGP2	1960-01-01	NA	NA	NA	NA	NA	2014-11-24T15:11:38Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV5269	NA	NA	NA	SEEDGWAS1883	242919	CML495/CML494	238721	CRAVPA	9	NA	SP II-CRAVO PAULISTA	Dent	NA	NA	Yellow	NA	NA	Group	NA	NA	SEEDGWAS1883
954	11386	NA	11386	CIMMYTMA-BANK-003107	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	1967-01-01	NA	NA	NA	NA	NA	2014-11-24T15:11:38Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV3633	NA	NA	NA	SEEDGWAS2740	242914	CML373/CML311	239534	PIRA	NA	NA	NA	Flint	NA	NA	White	Sun red	NA	Composite	NA	NA	SEEDGWAS2740
955	11389	NA	11389	CIMMYTMA-BANK-003108	NA	NA	2	NA	NA	NA	NA	NA	NA	CUND327	1954-01-01	NA	NA	NA	NA	9674	2014-11-24T15:11:38Z	NA	9674	NA	CUNDINAMARCA	UBATE	2571	5.316666667	-73.81666667	170	CO	COL	COLOMBIA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV3634	NA	NA	NA	SEEDGWAS2741	242913	CML269/CML264	239535	PIRA	9	NA	NA	Flint	NA	NA	White	NA	NA	Collection	NA	NA	SEEDGWAS2741
956	11394	NA	11394	CIMMYTMA-BANK-003167	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	1967-01-01	NA	NA	NA	NA	NA	2014-11-24T15:11:38Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV2484	NA	NA	NA	SEEDGWAS2742	242913	CML269/CML264	239536	COMUN	NA	NA	NA	Dent	Flint	NA	Yellow	Orange Yellow	White	Composite	NA	NA	SEEDGWAS2742
957	11401	NA	11401	CIMMYTMA-BANK-003176	NA	NA	2	NA	NA	NA	NA	NA	NA	CALD353	1954-01-01	NA	NA	NA	NA	1157	2014-11-24T15:11:38Z	NA	1157	NA	CALDAS	CALARCA	1535	4.516666667	-75.63333333	170	CO	COL	COLOMBIA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV2487	NA	NA	NA	SEEDGWAS612	242913	CML269/CML264	241682	COMUN	9	NA	NA	Flint	Dent	NA	Yellow	White	NA	Collection	NA	NA	SEEDGWAS612
958	11402	NA	11402	CIMMYTMA-BANK-003177	NA	NA	2	NA	NA	NA	NA	NA	NA	VALL418	1954-01-01	NA	NA	NA	NA	1170	2014-11-24T15:11:38Z	NA	1170	NA	VALLE	CALIMA	949	3.507372	-76.476108	170	CO	COL	COLOMBIA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV5379	NA	NA	NA	SEEDGWAS613	242913	CML269/CML264	241683	COMUN	9	NA	NA	Flint	NA	NA	White	NA	NA	Collection	NA	NA	SEEDGWAS613
960	11412	NA	11412	CIMMYTMA-BANK-003190	NA	NA	2	NA	NA	NA	NA	NA	NA	CORD320	1954-01-01	NA	NA	NA	NA	607	2014-11-24T15:11:38Z	NA	607	NA	CORDOBA	AYAPEL	30	8.316666667	-75.15	170	CO	COL	COLOMBIA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV2493	NA	NA	NA	SEEDGWAS152	242919	CML495/CML494	241222	COSTEN	9	NA	NA	Dent	NA	NA	Yellow	Sun red	NA	Collection	NA	NA	SEEDGWAS152
961	11417	NA	11417	CIMMYTMA-BANK-003192	NA	NA	2	NA	NA	NA	NA	NA	NA	ATLA307	1954-01-01	NA	NA	NA	NA	6559	2014-11-24T15:11:38Z	NA	6559	NA	ATLANTICO	POLO NUEVO	61	10.775847	-74.83549	170	CO	COL	COLOMBIA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV2796	NA	NA	NA	SEEDGWAS777	242916	CML451/CML486	241848	COSTEN	9	NA	NA	Dent	Flint	NA	Yellow	Sun red	NA	Collection	NA	NA	SEEDGWAS777
